Date,District,Rainfall_Today_mm,Cumulative_7Day_mm,Slope_Angle,Elevation_m,Disaster_Occurred,Intensity_Score
2020-12-19,Badulla,7.04,29.2,43.09,682.66,0,0.09
2018-02-11,Matara,13.17,28.07,16.63,44.71,0,0.0
2021-03-24,Colombo,6.12,51.75,-1.75,10.9,0,0.04
2022-08-01,Kegalle,164.59,482.69,41.27,200.35,1,2.64
2018-09-06,Matale,18.69,27.71,12.85,50.57,0,0.13
2019-12-04,Ratnapura,1.39,5.74,34.43,127.16,0,0.11
2020-11-09,Ratnapura,18.15,56.66,34.69,128.24,0,0.02
2022-07-28,Galle,21.87,69.32,15.18,53.94,0,0.12
2019-07-25,Kandy,44.1,53.55,14.54,55.84,0,0.11
2020-08-28,Kalutara,32.33,32.37,9.89,9.75,0,0.11
2020-05-27,Kalutara,11.95,14.18,11.5,13.1,0,0.15
2018-06-03,Kegalle,14.88,22.2,37.64,194.24,0,0.03
2023-06-03,Gampaha,27.2,61.39,4.9,8.47,0,0.0
2020-08-18,Nuwara Eliya,77.33,450.11,47.73,1799.72,1,3.15
2022-04-08,Kalutara,1.48,31.17,10.78,16.81,0,0.1
2018-09-20,Badulla,29.18,37.19,41.59,676.6,0,0.0
2023-01-14,Badulla,8.78,17.24,46.54,680.27,0,0.12
2022-11-25,Kandy,0.62,31.4,12.27,51.97,0,0.01
2019-07-20,Ratnapura,2.32,16.73,33.67,118.79,0,0.02
2022-12-28,Matale,29.95,39.4,13.4,50.31,0,0.07
2021-08-20,Kegalle,9.73,56.68,35.24,203.35,0,0.1
2020-12-12,Gampaha,2.48,49.93,4.96,9.51,0,0.01
2021-07-01,Nuwara Eliya,13.55,45.26,47.03,1797.98,0,0.12
2018-10-31,Badulla,1.39,21.09,43.89,676.54,0,0.06
2019-04-19,Gampaha,2.97,15.39,0.99,16.32,0,0.1
2022-01-31,Gampaha,44.71,79.25,4.48,18.4,0,0.08
2023-06-05,Matale,55.41,402.83,17.31,42.37,0,0.06
2022-03-27,Galle,10.12,12.67,11.93,44.36,0,0.03
2022-06-09,Kalutara,1.77,24.52,11.48,9.3,0,0.12
2021-02-06,Gampaha,32.44,40.11,0.02,8.54,0,0.14
2019-10-23,Gampaha,0.15,8.7,1.88,2.86,0,0.01
2020-12-20,Colombo,17.01,53.87,3.29,7.81,0,0.1
2018-12-10,Kandy,32.03,54.14,15.79,50.85,0,0.01
2022-09-08,Colombo,10.02,53.63,0.65,12.17,0,0.01
2018-06-22,Matara,2.79,17.1,15.97,45.75,0,0.03
2021-07-06,Kalutara,0.55,25.6,11.91,13.3,0,0.05
2019-11-15,Galle,12.2,41.69,18.01,44.6,0,0.03
2020-03-01,Ratnapura,2.04,30.17,34.01,126.67,0,0.14
2020-02-03,Galle,20.54,33.67,17.2,52.46,0,0.01
2019-05-12,Gampaha,15.19,34.59,4.93,13.52,0,0.02
2018-01-21,Nuwara Eliya,1.78,18.23,46.21,1800.54,0,0.08
2018-12-03,Nuwara Eliya,20.18,34.46,46.89,1797.24,0,0.04
2023-04-07,Ratnapura,15.0,42.6,30.89,124.1,0,0.03
2022-08-27,Badulla,37.94,73.72,44.74,680.71,0,0.12
2020-10-17,Kalutara,1.21,33.6,12.0,20.61,0,0.06
2019-11-29,Kegalle,2.54,38.46,37.0,199.97,0,0.12
2018-10-12,Gampaha,1.19,42.24,4.99,14.51,0,0.03
2020-02-13,Nuwara Eliya,15.86,53.17,45.82,1797.02,0,0.09
2018-08-03,Matale,29.12,44.46,12.74,54.44,0,0.01
2021-05-07,Kandy,37.81,87.07,12.32,56.23,0,0.04
2020-04-09,Ratnapura,194.99,492.11,35.39,126.99,1,3.98
2018-11-27,Matale,5.18,18.75,13.36,54.49,0,0.03
2019-09-24,Badulla,7.42,27.93,44.56,694.87,0,0.02
2023-05-11,Colombo,19.54,24.0,2.75,5.83,0,0.03
2020-03-10,Ratnapura,2.46,31.12,34.31,130.06,0,0.14
2022-11-20,Kandy,12.29,18.83,16.42,49.3,0,0.1
2018-07-15,Colombo,24.53,51.21,3.36,9.13,0,0.02
2021-03-11,Kegalle,25.19,54.99,41.62,196.38,0,0.07
2022-12-01,Gampaha,34.78,44.71,5.6,2.99,0,0.07
2021-02-13,Badulla,36.87,57.33,47.2,671.38,0,0.13
2022-09-25,Kandy,41.65,91.23,16.64,45.44,0,0.04
2019-05-16,Ratnapura,45.58,89.05,38.43,131.0,0,0.07
2022-07-21,Galle,18.43,58.73,15.39,49.04,0,0.1
2019-05-04,Kandy,60.42,246.24,12.32,48.4,0,0.08
2021-01-11,Kalutara,2.33,20.94,12.9,8.38,0,0.11
2018-07-13,Ratnapura,83.38,397.62,35.5,136.37,1,2.61
2020-11-20,Nuwara Eliya,1.94,51.47,45.43,1793.5,0,0.12
2019-04-11,Nuwara Eliya,9.11,11.19,45.59,1797.31,0,0.0
2021-04-13,Badulla,3.37,48.88,43.41,679.27,0,0.09
2020-04-09,Nuwara Eliya,1.09,24.67,44.82,1799.88,0,0.02
2018-03-19,Kalutara,19.06,46.22,11.7,17.5,0,0.0
2020-05-14,Colombo,14.72,56.48,0.22,5.35,0,0.13
2022-07-02,Ratnapura,0.08,5.51,34.56,128.4,0,0.07
2019-07-11,Galle,5.54,47.4,16.06,54.83,0,0.01
2023-04-24,Matara,5.73,31.35,12.59,45.57,0,0.1
2020-12-06,Gampaha,10.75,48.58,1.63,7.44,0,0.1
2021-08-24,Badulla,16.55,41.14,45.05,689.51,0,0.08
2022-02-25,Kegalle,3.65,52.46,40.59,197.68,0,0.14
2021-06-08,Colombo,16.61,64.14,-0.64,3.81,0,0.1
2023-06-11,Matara,60.15,327.62,11.78,54.43,0,0.05
2022-02-26,Galle,15.92,22.16,11.13,47.25,0,0.13
2020-07-08,Colombo,6.12,22.77,1.74,7.88,0,0.03
2020-11-03,Matale,0.26,38.41,17.23,49.64,0,0.11
2022-05-30,Kalutara,10.11,10.82,12.61,15.82,0,0.0
2018-02-07,Kandy,195.8,298.27,14.45,47.71,1,3.44
2019-05-26,Colombo,5.65,30.88,3.18,-3.18,0,0.15
2022-11-29,Ratnapura,16.13,65.79,37.12,126.3,0,0.0
2019-11-17,Gampaha,0.99,2.26,1.87,21.36,0,0.1
2022-07-15,Nuwara Eliya,17.94,34.99,44.36,1809.37,0,0.03
2021-08-26,Kegalle,32.53,62.95,40.15,204.26,0,0.11
2021-04-11,Kalutara,18.41,67.93,12.71,17.76,0,0.03
2019-06-02,Nuwara Eliya,1.46,30.88,44.46,1793.05,0,0.08
2020-09-01,Matara,23.69,44.53,13.97,49.98,0,0.11
2019-04-10,Matara,5.34,53.61,12.85,43.37,0,0.06
2019-03-23,Ratnapura,6.08,30.52,32.85,125.42,0,0.06
2022-09-22,Kalutara,19.5,51.17,7.75,13.83,0,0.07
2020-07-29,Badulla,27.64,73.43,39.26,683.46,0,0.14
2022-02-08,Matale,5.6,27.61,13.26,59.75,0,0.02
2020-09-30,Nuwara Eliya,28.38,43.75,47.23,1802.13,0,0.04
2018-05-16,Galle,1.85,46.25,14.34,54.7,0,0.13
2021-08-24,Nuwara Eliya,16.23,40.72,42.36,1799.6,0,0.08
2023-04-20,Kalutara,14.36,45.17,12.62,13.96,0,0.07
2019-07-14,Kalutara,17.24,43.18,8.38,10.25,0,0.02
2022-01-20,Kalutara,19.53,43.0,14.17,13.86,0,0.07
2023-06-09,Badulla,7.21,23.86,44.04,668.25,0,0.02
2018-02-16,Nuwara Eliya,157.2,461.19,44.92,1798.8,1,1.53
2023-02-20,Matale,31.52,42.11,12.65,53.85,0,0.13
2018-04-22,Kandy,5.2,47.76,17.65,54.2,0,0.1
2021-07-10,Kegalle,4.55,19.13,40.04,209.57,0,0.04
2021-10-12,Matara,8.92,29.71,14.07,61.25,0,0.06
2022-10-15,Kandy,4.81,9.0,18.53,55.33,0,0.05
2019-09-24,Ratnapura,10.25,35.75,35.09,121.1,0,0.02
2021-05-10,Kandy,65.14,441.87,14.6,52.43,0,0.1
2020-01-29,Matara,9.07,44.74,13.61,45.65,0,0.14
2018-05-28,Badulla,41.94,80.89,41.69,677.52,0,0.11
2020-05-22,Matale,1.24,41.27,15.19,47.41,0,0.09
2019-07-24,Galle,24.13,50.25,13.22,49.2,0,0.0
2021-09-18,Kalutara,51.81,165.45,12.84,14.93,0,0.13
2022-10-26,Matale,49.38,85.59,14.59,50.87,0,0.14
2021-12-22,Gampaha,60.96,277.77,-0.37,6.56,0,0.14
2020-03-02,Kegalle,12.49,52.52,38.38,200.53,0,0.04
2018-12-02,Ratnapura,8.57,26.26,35.93,120.87,0,0.05
2020-04-30,Colombo,3.45,9.78,0.99,-2.6,0,0.08
2022-06-18,Colombo,14.26,60.63,3.11,6.4,0,0.08
2018-03-07,Nuwara Eliya,11.59,27.46,43.71,1795.51,0,0.09
2020-06-04,Gampaha,33.82,36.7,1.84,12.28,0,0.12
2021-03-30,Ratnapura,3.4,43.8,33.81,120.27,0,0.02
2022-11-26,Ratnapura,1.13,32.78,32.38,131.13,0,0.01
2023-04-08,Gampaha,4.56,5.52,3.82,14.58,0,0.12
2020-05-02,Kandy,7.06,47.53,16.3,41.07,0,0.07
2022-02-24,Nuwara Eliya,12.77,44.08,44.12,1804.6,0,0.04
2022-04-23,Colombo,28.89,42.35,1.2,2.77,0,0.09
2019-04-11,Matara,12.3,26.74,15.81,47.63,0,0.14
2020-11-25,Kegalle,8.23,21.97,37.85,198.16,0,0.07
2021-05-10,Kandy,9.77,14.95,16.09,52.25,0,0.13
2022-10-30,Matale,5.11,23.27,15.46,46.63,0,0.04
2019-02-27,Gampaha,29.58,72.23,-1.09,7.11,0,0.15
2021-03-05,Matale,23.21,23.26,16.32,42.87,0,0.09
2023-05-25,Galle,163.96,415.48,11.73,48.65,1,2.6
2021-01-01,Matara,11.18,37.38,12.81,40.55,0,0.09
2018-06-24,Matara,15.49,31.82,12.93,53.24,0,0.07
2019-03-08,Nuwara Eliya,2.33,6.44,46.79,1804.25,0,0.09
2023-03-27,Gampaha,6.1,7.38,3.79,12.1,0,0.12
2022-08-07,Kandy,17.81,40.94,12.98,55.44,0,0.09
2019-03-22,Ratnapura,11.64,55.72,33.56,130.26,0,0.1
2020-12-22,Matara,4.57,43.58,16.52,46.96,0,0.05
2022-05-24,Matara,6.34,36.29,17.21,50.88,0,0.15
2021-05-04,Matale,50.02,364.24,15.23,49.34,0,0.13
2020-11-27,Kandy,4.06,43.85,17.23,51.17,0,0.05
2022-03-03,Kegalle,0.88,37.78,38.19,213.49,0,0.12
2019-01-20,Gampaha,50.14,197.93,4.1,9.45,0,0.07
2021-10-27,Badulla,11.09,16.33,45.62,688.21,0,0.13
2020-05-09,Kegalle,1.19,43.71,39.68,198.78,0,0.07
2023-04-04,Kalutara,14.94,32.65,15.52,21.12,0,0.14
2020-03-24,Matale,4.22,27.83,15.3,49.14,0,0.08
2020-12-04,Kandy,56.5,198.36,13.95,48.9,0,0.12
2021-04-17,Kandy,15.71,43.1,11.99,47.22,0,0.09
2021-07-05,Gampaha,5.84,51.4,0.22,9.41,0,0.06
2022-06-22,Matale,34.49,61.32,16.76,51.76,0,0.11
2021-10-02,Colombo,5.73,49.44,-0.33,-3.0,0,0.02
2018-12-11,Badulla,23.85,71.96,39.27,675.36,0,0.1
2019-05-27,Kalutara,18.59,55.72,9.08,15.63,0,0.03
2022-09-29,Kegalle,14.67,52.21,40.79,199.41,0,0.04
2021-09-06,Kegalle,72.56,194.81,39.88,204.84,0,0.13
2019-10-21,Colombo,3.85,25.46,2.47,10.82,0,0.08
2020-11-15,Gampaha,10.48,46.09,4.05,14.06,0,0.06
2022-05-26,Gampaha,2.61,13.36,4.63,4.91,0,0.03
2022-06-08,Galle,5.21,29.01,15.57,54.72,0,0.14
2020-05-20,Matara,8.84,12.4,14.13,58.3,0,0.12
2018-09-13,Kalutara,52.7,162.44,13.29,12.15,0,0.11
2020-05-27,Colombo,44.71,81.1,1.64,2.04,0,0.01
2019-03-07,Galle,11.49,13.36,15.54,49.35,0,0.04
2022-10-30,Nuwara Eliya,5.69,40.38,42.8,1803.66,0,0.06
2020-07-11,Matara,180.51,324.1,15.78,50.1,0,0.12
2022-01-04,Badulla,3.92,23.62,45.0,679.53,0,0.09
2020-05-14,Gampaha,209.9,362.31,2.53,10.71,1,2.56
2020-02-07,Kalutara,32.24,69.86,10.13,20.84,0,0.0
2023-04-01,Badulla,0.39,35.64,44.53,675.14,0,0.03
2022-08-10,Galle,74.06,473.95,13.33,51.59,0,0.07
2023-04-09,Kandy,13.13,35.26,16.77,43.94,0,0.07
2023-05-08,Badulla,27.67,39.28,39.86,672.99,0,0.13
2022-01-21,Kalutara,11.82,45.41,6.39,16.91,0,0.03
2021-02-19,Kalutara,2.55,44.41,14.45,11.49,0,0.01
2021-03-07,Galle,1.45,28.42,13.97,50.93,0,0.12
2023-04-15,Gampaha,2.35,34.12,0.4,6.17,0,0.02
2018-04-27,Matara,1.16,6.5,16.84,56.14,0,0.12
2021-03-23,Kalutara,1.63,50.09,7.7,15.49,0,0.03
2019-02-03,Badulla,39.82,68.17,42.11,682.71,0,0.06
2022-03-31,Nuwara Eliya,12.84,40.34,44.8,1797.65,0,0.01
2019-08-15,Galle,96.7,344.68,17.35,55.94,0,0.13
2022-01-22,Matara,2.76,28.3,11.46,47.89,0,0.08
2021-07-25,Kegalle,27.94,68.78,37.98,199.48,0,0.03
2021-11-26,Matara,7.79,21.83,13.81,49.1,0,0.14
2023-02-20,Badulla,2.64,21.37,45.73,669.29,0,0.01
2020-08-05,Kalutara,29.65,43.88,12.68,27.53,0,0.12
2019-03-22,Gampaha,7.58,10.89,2.13,15.24,0,0.03
2022-12-16,Galle,22.21,55.03,15.3,40.14,0,0.09
2020-10-25,Colombo,14.77,15.06,-3.02,1.16,0,0.1
2023-06-15,Colombo,8.04,37.78,6.93,4.46,0,0.05
2022-11-07,Nuwara Eliya,4.36,48.01,46.09,1797.67,0,0.13
2018-02-24,Badulla,14.19,59.41,43.29,676.58,0,0.03
2021-02-03,Nuwara Eliya,27.09,43.09,45.1,1799.04,0,0.05
2022-09-27,Matale,6.32,50.07,16.02,46.92,0,0.13
2020-08-12,Kandy,47.93,74.11,16.01,58.96,0,0.07
2019-10-01,Matale,8.57,28.11,15.49,44.37,0,0.14
2019-04-12,Ratnapura,4.76,41.59,37.39,134.19,0,0.07
2020-08-11,Nuwara Eliya,52.74,242.7,46.59,1808.32,1,2.01
2021-07-07,Matale,40.41,74.86,11.86,52.27,0,0.03
2022-11-20,Colombo,11.19,55.72,3.0,8.29,0,0.09
2021-08-29,Ratnapura,1.34,33.42,31.63,134.16,0,0.13
2019-01-22,Kegalle,28.16,40.84,40.39,188.87,0,0.13
2021-06-24,Nuwara Eliya,0.79,3.31,45.22,1799.58,0,0.1
2021-02-10,Badulla,4.04,45.6,46.69,673.0,0,0.0
2022-05-18,Ratnapura,72.6,248.99,36.7,133.24,1,4.71
2021-04-04,Matale,1.04,24.1,14.36,52.58,0,0.05
2019-11-08,Ratnapura,11.67,38.64,33.79,132.48,0,0.13
2022-02-28,Gampaha,69.17,384.47,5.18,1.58,1,3.52
2019-04-10,Kalutara,0.68,11.91,9.63,18.22,0,0.08
2021-07-24,Nuwara Eliya,0.33,37.5,47.8,1798.66,0,0.03
2020-08-16,Badulla,24.06,43.66,39.86,672.3,0,0.14
2020-09-20,Badulla,76.34,188.34,46.1,676.53,0,0.05
2022-01-14,Badulla,0.28,49.92,42.2,682.59,0,0.01
2021-12-02,Kalutara,9.59,41.3,12.49,14.62,0,0.0
2021-10-25,Ratnapura,15.77,36.94,29.47,138.1,0,0.03
2019-10-26,Colombo,4.63,14.87,5.26,5.92,0,0.06
2020-12-19,Badulla,14.85,53.64,41.31,685.71,0,0.04
2018-09-16,Gampaha,4.43,49.42,4.31,19.28,0,0.1
2018-01-10,Galle,0.51,23.97,16.36,46.45,0,0.05
2018-01-22,Galle,33.63,45.61,14.15,51.96,0,0.09
2019-03-29,Matale,0.1,17.6,16.75,50.86,0,0.09
2020-04-28,Kandy,4.31,14.84,15.35,46.98,0,0.05
2019-05-09,Gampaha,8.21,16.95,-0.47,16.32,0,0.05
2021-12-09,Colombo,12.06,23.94,4.01,14.73,0,0.08
2022-05-13,Kalutara,44.95,48.09,14.22,19.23,0,0.09
2020-09-14,Kalutara,38.27,63.89,15.21,17.31,0,0.09
2021-07-08,Ratnapura,61.77,230.27,35.75,131.19,0,0.0
2019-06-12,Kalutara,27.05,68.88,12.87,11.29,0,0.04
2022-12-14,Kandy,8.42,13.52,16.44,49.4,0,0.07
2018-06-05,Matara,209.77,427.94,13.14,44.76,1,1.69
2019-03-25,Galle,0.25,23.39,15.43,56.12,0,0.08
2022-07-22,Badulla,22.19,55.61,42.0,678.02,0,0.03
2018-02-07,Matale,10.64,59.18,14.8,51.54,0,0.15
2022-10-11,Matara,14.14,15.84,11.13,55.08,0,0.12
2018-10-02,Matale,18.02,28.25,18.35,47.72,0,0.14
2022-04-15,Galle,1.2,15.28,13.05,50.8,0,0.09
2019-06-03,Kegalle,272.35,432.27,38.24,195.9,1,4.8
2020-04-29,Kegalle,7.09,34.78,43.53,197.46,0,0.11
2022-08-14,Colombo,13.2,19.02,0.99,9.44,0,0.01
2023-03-11,Kegalle,2.8,52.19,37.32,204.47,0,0.07
2019-08-22,Matara,75.7,409.58,8.72,53.97,0,0.09
2023-04-19,Kandy,184.21,289.94,17.49,53.2,0,0.11
2021-06-20,Galle,1.77,14.87,15.86,47.17,0,0.1
2023-04-08,Ratnapura,3.0,45.96,35.48,123.95,0,0.06
2022-03-10,Gampaha,16.42,64.0,2.2,4.38,0,0.14
2020-11-19,Colombo,131.38,410.67,2.51,3.86,1,3.7
2019-03-20,Galle,11.73,49.65,16.07,57.46,0,0.06
2020-04-26,Badulla,31.87,77.95,40.87,688.02,0,0.14
2020-03-16,Gampaha,19.96,57.18,2.39,16.85,0,0.07
2022-07-10,Kegalle,35.21,69.64,39.33,193.28,0,0.04
2018-08-04,Nuwara Eliya,98.88,383.05,42.37,1810.11,1,2.38
2019-05-08,Kalutara,33.01,55.45,10.19,16.63,0,0.13
2018-10-22,Matara,0.44,31.91,17.39,48.65,0,0.07
2018-11-25,Galle,12.54,53.68,14.05,54.06,0,0.1
2018-04-19,Matara,7.22,20.55,16.54,58.76,0,0.11
2022-12-30,Matale,11.36,45.04,17.54,50.58,0,0.0
2021-06-06,Nuwara Eliya,82.39,448.46,44.4,1801.26,1,2.82
2021-12-26,Nuwara Eliya,80.33,346.59,44.29,1796.62,1,3.88
2021-05-07,Colombo,43.77,57.65,0.83,12.05,0,0.08
2021-06-21,Matara,6.55,34.6,12.42,57.04,0,0.02
2021-04-05,Colombo,21.44,34.56,-1.03,1.31,0,0.1
2019-10-08,Matale,7.53,23.25,13.21,52.87,0,0.12
2020-02-22,Nuwara Eliya,21.5,41.63,47.17,1789.55,0,0.05
2023-04-14,Nuwara Eliya,2.78,42.13,46.42,1799.86,0,0.08
2018-11-28,Badulla,58.53,423.88,38.96,676.64,1,3.77
2020-11-25,Kalutara,23.8,48.94,10.4,13.52,0,0.09
2022-09-15,Kegalle,12.64,31.55,39.61,203.0,0,0.12
2018-10-12,Galle,9.87,50.07,14.71,53.29,0,0.11
2019-12-23,Gampaha,21.48,31.48,0.59,6.02,0,0.01
2019-08-05,Matara,6.35,38.62,13.75,55.9,0,0.08
2018-01-24,Matara,2.69,25.8,13.81,39.99,0,0.05
2023-04-29,Kandy,24.49,60.7,15.14,53.31,0,0.12
2020-02-21,Galle,10.3,26.14,11.95,50.68,0,0.05
2018-04-15,Badulla,1.67,42.09,44.07,671.39,0,0.08
2018-07-28,Matara,58.67,443.05,14.27,49.47,0,0.09
2019-01-09,Badulla,56.24,348.1,41.41,677.69,1,3.72
2020-12-11,Nuwara Eliya,81.41,325.27,49.77,1810.74,1,4.28
2019-12-05,Nuwara Eliya,30.16,76.29,43.62,1797.68,0,0.02
2019-12-14,Matale,55.47,436.8,15.24,48.67,0,0.02
2020-03-08,Kandy,14.22,32.34,15.39,50.94,0,0.03
2019-02-27,Kalutara,8.01,10.5,12.32,9.42,0,0.02
2020-08-30,Gampaha,10.5,56.95,2.82,18.05,0,0.14
2020-01-29,Matara,12.0,43.18,14.31,53.65,0,0.07
2020-04-28,Ratnapura,2.51,20.13,38.33,127.62,0,0.06
2022-11-23,Kegalle,6.95,15.7,39.0,205.56,0,0.13
2019-07-16,Ratnapura,164.49,503.03,36.54,127.83,1,4.17
2020-03-04,Kalutara,142.99,286.33,14.41,16.35,1,1.43
2018-05-25,Kegalle,3.08,21.29,37.58,198.45,0,0.01
2021-12-12,Gampaha,8.29,14.21,4.26,6.17,0,0.11
2019-01-28,Galle,4.76,47.99,18.34,48.1,0,0.13
2020-09-09,Galle,104.12,402.46,11.95,62.36,0,0.05
